Date,Resource_ID,Department,Service_Type,Region,Daily_Cost_USD,Avg_CPU_Utilization_Pct
2025-12-22,res-1007,Data Science,Database (RDS/SQL),us-west-2,156.81,54.97
2025-12-22,res-1008,Production,Storage (S3/Blob),ap-south-1,23.17,0.0
2025-12-22,res-1009,Data Science,Storage (S3/Blob),us-west-2,22.71,0.0
2025-12-22,res-1010,Development,Networking,ap-south-1,13.11,0.0
2025-12-22,res-1011,Production,Compute (EC2/VMs),ap-south-1,139.88,19.17
2025-12-22,res-1012,Development,Storage (S3/Blob),us-east-1,370.54,1.65
2025-12-22,res-1013,Data Science,Compute (EC2/VMs),us-east-1,88.56,24.25
2025-12-22,res-1014,Testing,Database (RDS/SQL),eu-west-1,239.92,38.22
2025-12-22,res-1015,Development,Networking,ap-south-1,52.8,0.0
2025-12-22,res-1016,Data Science,Networking,eu-west-1,54.73,0.0
2025-12-22,res-1017,Development,Storage (S3/Blob),eu-west-1,27.71,0.0
2025-12-22,res-1018,Development,Database (RDS/SQL),ap-south-1,231.35,37.46
2025-12-22,res-1019,Testing,Networking,ap-south-1,29.22,0.0
2025-12-22,res-1020,Production,Database (RDS/SQL),us-east-1,212.03,55.41
2025-12-22,res-1021,Testing,Database (RDS/SQL),us-east-1,154.17,25.72
2025-12-22,res-1022,Production,Database (RDS/SQL),us-west-2,147.11,31.77
2025-12-22,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,29.56,44.88
2025-12-22,res-1024,Development,Storage (S3/Blob),us-west-2,22.3,0.0
2025-12-22,res-1025,Production,Storage (S3/Blob),us-east-1,25.6,0.0
2025-12-22,res-1026,Development,Networking,ap-south-1,28.14,0.0
2025-12-22,res-1027,Testing,Networking,eu-west-1,40.66,0.0
2025-12-22,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,134.17,81.44
2025-12-22,res-1029,Testing,Database (RDS/SQL),us-west-2,195.9,12.13
2025-12-22,res-1030,Production,Networking,us-west-2,58.46,0.0
2025-12-22,res-1031,Data Science,Networking,us-west-2,45.29,0.0
2025-12-22,res-1032,Development,Storage (S3/Blob),us-west-2,16.76,0.0
2025-12-22,res-1033,Development,Networking,us-west-2,17.36,0.0
2025-12-22,res-1034,Production,Database (RDS/SQL),us-west-2,85.85,18.39
2025-12-22,res-1035,Development,Networking,us-west-2,12.28,0.0
2025-12-22,res-1036,Development,Storage (S3/Blob),ap-south-1,36.58,0.0
2025-12-22,res-1037,Development,Database (RDS/SQL),ap-south-1,185.19,45.0
2025-12-22,res-1038,Testing,Networking,us-west-2,51.41,0.0
2025-12-22,res-1039,Testing,Networking,us-east-1,49.58,0.0
2025-12-22,res-1040,Development,Networking,us-east-1,54.13,0.0
2025-12-22,res-1041,Data Science,Compute (EC2/VMs),us-west-2,145.74,40.13
2025-12-22,res-1042,Testing,Compute (EC2/VMs),ap-south-1,143.54,62.86
2025-12-22,res-1043,Development,Compute (EC2/VMs),ap-south-1,29.19,59.54
2025-12-22,res-1044,Data Science,Networking,us-east-1,44.34,0.0
2025-12-22,res-1045,Production,Compute (EC2/VMs),eu-west-1,137.76,34.83
2025-12-22,res-1046,Production,Compute (EC2/VMs),us-east-1,96.04,5.98
2025-12-22,res-1047,Testing,Compute (EC2/VMs),ap-south-1,63.17,9.98
2025-12-22,res-1048,Production,Networking,ap-south-1,36.09,0.0
2025-12-22,res-1049,Data Science,Database (RDS/SQL),eu-west-1,254.36,20.32
2025-12-22,res-1050,Testing,Compute (EC2/VMs),ap-south-1,88.57,21.32
2025-12-23,res-1001,Testing,Networking,us-east-1,16.03,0.0
2025-12-23,res-1002,Testing,Database (RDS/SQL),ap-south-1,177.75,13.96
2025-12-23,res-1003,Production,Compute (EC2/VMs),eu-west-1,96.36,7.51
2025-12-23,res-1004,Development,Database (RDS/SQL),eu-west-1,76.68,37.5
2025-12-23,res-1005,Testing,Database (RDS/SQL),ap-south-1,336.01,3.52
2025-12-23,res-1006,Production,Networking,ap-south-1,46.12,0.0
2025-12-23,res-1007,Data Science,Database (RDS/SQL),us-west-2,82.8,39.62
2025-12-23,res-1008,Production,Storage (S3/Blob),ap-south-1,28.53,0.0
2025-12-23,res-1009,Data Science,Storage (S3/Blob),us-west-2,6.3,0.0
2025-12-23,res-1010,Development,Networking,ap-south-1,52.77,0.0
2025-12-23,res-1011,Production,Compute (EC2/VMs),ap-south-1,137.81,73.04
2025-12-23,res-1012,Development,Storage (S3/Blob),us-east-1,361.74,2.9
2025-12-23,res-1013,Data Science,Compute (EC2/VMs),us-east-1,108.22,69.51
2025-12-23,res-1014,Testing,Database (RDS/SQL),eu-west-1,215.62,26.39
2025-12-23,res-1015,Development,Networking,ap-south-1,28.8,0.0
2025-12-23,res-1016,Data Science,Networking,eu-west-1,54.85,0.0
2025-12-23,res-1017,Development,Storage (S3/Blob),eu-west-1,5.6,0.0
2025-12-23,res-1018,Development,Database (RDS/SQL),ap-south-1,224.71,57.74
2025-12-23,res-1019,Testing,Networking,ap-south-1,45.31,0.0
2025-12-23,res-1020,Production,Database (RDS/SQL),us-east-1,298.48,44.38
2025-12-23,res-1021,Testing,Database (RDS/SQL),us-east-1,58.59,51.35
2025-12-23,res-1022,Production,Database (RDS/SQL),us-west-2,121.16,32.3
2025-12-23,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,60.57,26.48
2025-12-23,res-1024,Development,Storage (S3/Blob),us-west-2,20.1,0.0
2025-12-23,res-1025,Production,Storage (S3/Blob),us-east-1,18.26,0.0
2025-12-23,res-1026,Development,Networking,ap-south-1,41.67,0.0
2025-12-23,res-1027,Testing,Networking,eu-west-1,50.66,0.0
2025-12-23,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,58.62,22.1
2025-12-23,res-1029,Testing,Database (RDS/SQL),us-west-2,216.72,43.52
2025-12-23,res-1030,Production,Networking,us-west-2,55.06,0.0
2025-12-23,res-1031,Data Science,Networking,us-west-2,10.8,0.0
2025-12-23,res-1032,Development,Storage (S3/Blob),us-west-2,34.86,0.0
2025-12-23,res-1033,Development,Networking,us-west-2,36.05,0.0
2025-12-23,res-1034,Production,Database (RDS/SQL),us-west-2,205.33,14.57
2025-12-23,res-1035,Development,Networking,us-west-2,31.63,0.0
2025-12-23,res-1036,Development,Storage (S3/Blob),ap-south-1,12.96,0.0
2025-12-23,res-1037,Development,Database (RDS/SQL),ap-south-1,113.56,35.2
2025-12-23,res-1038,Testing,Networking,us-west-2,50.62,0.0
2025-12-23,res-1039,Testing,Networking,us-east-1,47.19,0.0
2025-12-23,res-1040,Development,Networking,us-east-1,39.55,0.0
2025-12-23,res-1041,Data Science,Compute (EC2/VMs),us-west-2,90.12,39.18
2025-12-23,res-1042,Testing,Compute (EC2/VMs),ap-south-1,146.45,49.82
2025-12-23,res-1043,Development,Compute (EC2/VMs),ap-south-1,53.02,23.41
2025-12-23,res-1044,Data Science,Networking,us-east-1,40.57,0.0
2025-12-23,res-1045,Production,Compute (EC2/VMs),eu-west-1,87.97,5.62
2025-12-23,res-1046,Production,Compute (EC2/VMs),us-east-1,127.91,61.33
2025-12-23,res-1047,Testing,Compute (EC2/VMs),ap-south-1,106.04,10.5
2025-12-23,res-1048,Production,Networking,ap-south-1,28.1,0.0
2025-12-23,res-1049,Data Science,Database (RDS/SQL),eu-west-1,283.85,53.13
2025-12-23,res-1050,Testing,Compute (EC2/VMs),ap-south-1,57.12,17.56
2025-12-24,res-1001,Testing,Networking,us-east-1,32.45,0.0
2025-12-24,res-1002,Testing,Database (RDS/SQL),ap-south-1,138.96,44.11
2025-12-24,res-1003,Production,Compute (EC2/VMs),eu-west-1,145.64,34.04
2025-12-24,res-1004,Development,Database (RDS/SQL),eu-west-1,65.56,54.88
2025-12-24,res-1005,Testing,Database (RDS/SQL),ap-south-1,349.69,3.83
2025-12-24,res-1006,Production,Networking,ap-south-1,19.98,0.0
2025-12-24,res-1007,Data Science,Database (RDS/SQL),us-west-2,60.17,34.41
2025-12-24,res-1008,Production,Storage (S3/Blob),ap-south-1,20.77,0.0
2025-12-24,res-1009,Data Science,Storage (S3/Blob),us-west-2,16.6,0.0
2025-12-24,res-1010,Development,Networking,ap-south-1,57.88,0.0
2025-12-24,res-1011,Production,Compute (EC2/VMs),ap-south-1,126.94,57.93
2025-12-24,res-1012,Development,Storage (S3/Blob),us-east-1,360.15,3.18
2025-12-24,res-1013,Data Science,Compute (EC2/VMs),us-east-1,75.26,78.98
2025-12-24,res-1014,Testing,Database (RDS/SQL),eu-west-1,91.74,23.37
2025-12-24,res-1015,Development,Networking,ap-south-1,13.16,0.0
2025-12-24,res-1016,Data Science,Networking,eu-west-1,49.77,0.0
2025-12-24,res-1017,Development,Storage (S3/Blob),eu-west-1,26.76,0.0
2025-12-24,res-1018,Development,Database (RDS/SQL),ap-south-1,128.74,18.19
2025-12-24,res-1019,Testing,Networking,ap-south-1,12.01,0.0
2025-12-24,res-1020,Production,Database (RDS/SQL),us-east-1,91.69,32.66
2025-12-24,res-1021,Testing,Database (RDS/SQL),us-east-1,111.79,22.95
2025-12-24,res-1022,Production,Database (RDS/SQL),us-west-2,268.89,35.76
2025-12-24,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,114.8,7.86
2025-12-24,res-1024,Development,Storage (S3/Blob),us-west-2,17.78,0.0
2025-12-24,res-1025,Production,Storage (S3/Blob),us-east-1,21.77,0.0
2025-12-24,res-1026,Development,Networking,ap-south-1,19.32,0.0
2025-12-24,res-1027,Testing,Networking,eu-west-1,16.01,0.0
2025-12-24,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,133.14,80.15
2025-12-24,res-1029,Testing,Database (RDS/SQL),us-west-2,69.7,27.45
2025-12-24,res-1030,Production,Networking,us-west-2,57.91,0.0
2025-12-24,res-1031,Data Science,Networking,us-west-2,14.16,0.0
2025-12-24,res-1032,Development,Storage (S3/Blob),us-west-2,27.53,0.0
2025-12-24,res-1033,Development,Networking,us-west-2,58.61,0.0
2025-12-24,res-1034,Production,Database (RDS/SQL),us-west-2,294.56,33.56
2025-12-24,res-1035,Development,Networking,us-west-2,18.14,0.0
2025-12-24,res-1036,Development,Storage (S3/Blob),ap-south-1,12.07,0.0
2025-12-24,res-1037,Development,Database (RDS/SQL),ap-south-1,272.4,55.58
2025-12-24,res-1038,Testing,Networking,us-west-2,40.39,0.0
2025-12-24,res-1039,Testing,Networking,us-east-1,48.31,0.0
2025-12-24,res-1040,Development,Networking,us-east-1,47.0,0.0
2025-12-24,res-1041,Data Science,Compute (EC2/VMs),us-west-2,106.04,71.18
2025-12-24,res-1042,Testing,Compute (EC2/VMs),ap-south-1,109.1,47.72
2025-12-24,res-1043,Development,Compute (EC2/VMs),ap-south-1,50.8,64.51
2025-12-24,res-1044,Data Science,Networking,us-east-1,33.67,0.0
2025-12-24,res-1045,Production,Compute (EC2/VMs),eu-west-1,58.32,69.16
2025-12-24,res-1046,Production,Compute (EC2/VMs),us-east-1,110.57,79.99
2025-12-24,res-1047,Testing,Compute (EC2/VMs),ap-south-1,41.51,56.94
2025-12-24,res-1048,Production,Networking,ap-south-1,22.21,0.0
2025-12-24,res-1049,Data Science,Database (RDS/SQL),eu-west-1,275.9,14.97
2025-12-24,res-1050,Testing,Compute (EC2/VMs),ap-south-1,105.3,68.29
2025-12-25,res-1001,Testing,Networking,us-east-1,27.75,0.0
2025-12-25,res-1002,Testing,Database (RDS/SQL),ap-south-1,288.53,52.54
2025-12-25,res-1003,Production,Compute (EC2/VMs),eu-west-1,58.3,5.6
2025-12-25,res-1004,Development,Database (RDS/SQL),eu-west-1,124.16,24.07
2025-12-25,res-1005,Testing,Database (RDS/SQL),ap-south-1,260.57,2.41
2025-12-25,res-1006,Production,Networking,ap-south-1,37.42,0.0
2025-12-25,res-1007,Data Science,Database (RDS/SQL),us-west-2,73.23,28.87
2025-12-25,res-1008,Production,Storage (S3/Blob),ap-south-1,16.1,0.0
2025-12-25,res-1009,Data Science,Storage (S3/Blob),us-west-2,23.76,0.0
2025-12-25,res-1010,Development,Networking,ap-south-1,43.06,0.0
2025-12-25,res-1011,Production,Compute (EC2/VMs),ap-south-1,111.45,15.94
2025-12-25,res-1012,Development,Storage (S3/Blob),us-east-1,351.78,3.67
2025-12-25,res-1013,Data Science,Compute (EC2/VMs),us-east-1,78.41,76.51
2025-12-25,res-1014,Testing,Database (RDS/SQL),eu-west-1,266.44,31.92
2025-12-25,res-1015,Development,Networking,ap-south-1,29.06,0.0
2025-12-25,res-1016,Data Science,Networking,eu-west-1,56.64,0.0
2025-12-25,res-1017,Development,Storage (S3/Blob),eu-west-1,30.03,0.0
2025-12-25,res-1018,Development,Database (RDS/SQL),ap-south-1,282.06,49.85
2025-12-25,res-1019,Testing,Networking,ap-south-1,40.46,0.0
2025-12-25,res-1020,Production,Database (RDS/SQL),us-east-1,78.96,24.57
2025-12-25,res-1021,Testing,Database (RDS/SQL),us-east-1,292.21,25.97
2025-12-25,res-1022,Production,Database (RDS/SQL),us-west-2,73.31,45.38
2025-12-25,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,115.42,27.84
2025-12-25,res-1024,Development,Storage (S3/Blob),us-west-2,15.42,0.0
2025-12-25,res-1025,Production,Storage (S3/Blob),us-east-1,21.41,0.0
2025-12-25,res-1026,Development,Networking,ap-south-1,11.09,0.0
2025-12-25,res-1027,Testing,Networking,eu-west-1,49.47,0.0
2025-12-25,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,61.22,73.3
2025-12-25,res-1029,Testing,Database (RDS/SQL),us-west-2,250.66,43.07
2025-12-25,res-1030,Production,Networking,us-west-2,26.24,0.0
2025-12-25,res-1031,Data Science,Networking,us-west-2,35.82,0.0
2025-12-25,res-1032,Development,Storage (S3/Blob),us-west-2,20.57,0.0
2025-12-25,res-1033,Development,Networking,us-west-2,26.94,0.0
2025-12-25,res-1034,Production,Database (RDS/SQL),us-west-2,262.03,34.18
2025-12-25,res-1035,Development,Networking,us-west-2,51.64,0.0
2025-12-25,res-1036,Development,Storage (S3/Blob),ap-south-1,8.68,0.0
2025-12-25,res-1037,Development,Database (RDS/SQL),ap-south-1,85.26,58.87
2025-12-25,res-1038,Testing,Networking,us-west-2,39.39,0.0
2025-12-25,res-1039,Testing,Networking,us-east-1,35.49,0.0
2025-12-25,res-1040,Development,Networking,us-east-1,36.16,0.0
2025-12-25,res-1041,Data Science,Compute (EC2/VMs),us-west-2,47.98,62.5
2025-12-25,res-1042,Testing,Compute (EC2/VMs),ap-south-1,31.02,50.87
2025-12-25,res-1043,Development,Compute (EC2/VMs),ap-south-1,94.2,78.14
2025-12-25,res-1044,Data Science,Networking,us-east-1,36.31,0.0
2025-12-25,res-1045,Production,Compute (EC2/VMs),eu-west-1,37.82,50.82
2025-12-25,res-1046,Production,Compute (EC2/VMs),us-east-1,31.87,21.3
2025-12-25,res-1047,Testing,Compute (EC2/VMs),ap-south-1,24.04,46.06
2025-12-25,res-1048,Production,Networking,ap-south-1,14.23,0.0
2025-12-25,res-1049,Data Science,Database (RDS/SQL),eu-west-1,167.35,56.65
2025-12-25,res-1050,Testing,Compute (EC2/VMs),ap-south-1,113.57,11.19
2025-12-26,res-1001,Testing,Networking,us-east-1,21.21,0.0
2025-12-26,res-1002,Testing,Database (RDS/SQL),ap-south-1,218.42,54.74
2025-12-26,res-1003,Production,Compute (EC2/VMs),eu-west-1,24.28,70.0
2025-12-26,res-1004,Development,Database (RDS/SQL),eu-west-1,190.45,37.3
2025-12-26,res-1005,Testing,Database (RDS/SQL),ap-south-1,377.52,2.06
2025-12-26,res-1006,Production,Networking,ap-south-1,37.72,0.0
2025-12-26,res-1007,Data Science,Database (RDS/SQL),us-west-2,203.85,26.08
2025-12-26,res-1008,Production,Storage (S3/Blob),ap-south-1,24.96,0.0
2025-12-26,res-1009,Data Science,Storage (S3/Blob),us-west-2,13.28,0.0
2025-12-26,res-1010,Development,Networking,ap-south-1,17.17,0.0
2025-12-26,res-1011,Production,Compute (EC2/VMs),ap-south-1,68.62,64.14
2025-12-26,res-1012,Development,Storage (S3/Blob),us-east-1,318.66,2.93
2025-12-26,res-1013,Data Science,Compute (EC2/VMs),us-east-1,33.39,77.36
2025-12-26,res-1014,Testing,Database (RDS/SQL),eu-west-1,192.15,49.02
2025-12-26,res-1015,Development,Networking,ap-south-1,49.72,0.0
2025-12-26,res-1016,Data Science,Networking,eu-west-1,22.82,0.0
2025-12-26,res-1017,Development,Storage (S3/Blob),eu-west-1,23.52,0.0
2025-12-26,res-1018,Development,Database (RDS/SQL),ap-south-1,290.12,14.48
2025-12-26,res-1019,Testing,Networking,ap-south-1,44.15,0.0
2025-12-26,res-1020,Production,Database (RDS/SQL),us-east-1,290.57,25.03
2025-12-26,res-1021,Testing,Database (RDS/SQL),us-east-1,265.36,56.68
2025-12-26,res-1022,Production,Database (RDS/SQL),us-west-2,236.77,21.57
2025-12-26,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,63.42,7.86
2025-12-26,res-1024,Development,Storage (S3/Blob),us-west-2,34.1,0.0
2025-12-26,res-1025,Production,Storage (S3/Blob),us-east-1,34.74,0.0
2025-12-26,res-1026,Development,Networking,ap-south-1,41.64,0.0
2025-12-26,res-1027,Testing,Networking,eu-west-1,27.63,0.0
2025-12-26,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,29.99,65.24
2025-12-26,res-1029,Testing,Database (RDS/SQL),us-west-2,231.63,55.63
2025-12-26,res-1030,Production,Networking,us-west-2,46.53,0.0
2025-12-26,res-1031,Data Science,Networking,us-west-2,51.43,0.0
2025-12-26,res-1032,Development,Storage (S3/Blob),us-west-2,31.11,0.0
2025-12-26,res-1033,Development,Networking,us-west-2,41.53,0.0
2025-12-26,res-1034,Production,Database (RDS/SQL),us-west-2,156.74,55.11
2025-12-26,res-1035,Development,Networking,us-west-2,42.55,0.0
2025-12-26,res-1036,Development,Storage (S3/Blob),ap-south-1,18.94,0.0
2025-12-26,res-1037,Development,Database (RDS/SQL),ap-south-1,70.87,24.54
2025-12-26,res-1038,Testing,Networking,us-west-2,37.19,0.0
2025-12-26,res-1039,Testing,Networking,us-east-1,23.78,0.0
2025-12-26,res-1040,Development,Networking,us-east-1,21.06,0.0
2025-12-26,res-1041,Data Science,Compute (EC2/VMs),us-west-2,88.56,18.59
2025-12-26,res-1042,Testing,Compute (EC2/VMs),ap-south-1,124.05,43.75
2025-12-26,res-1043,Development,Compute (EC2/VMs),ap-south-1,94.6,16.79
2025-12-26,res-1044,Data Science,Networking,us-east-1,26.23,0.0
2025-12-26,res-1045,Production,Compute (EC2/VMs),eu-west-1,73.31,69.66
2025-12-26,res-1046,Production,Compute (EC2/VMs),us-east-1,120.12,22.84
2025-12-26,res-1047,Testing,Compute (EC2/VMs),ap-south-1,100.1,24.48
2025-12-26,res-1048,Production,Networking,ap-south-1,59.41,0.0
2025-12-26,res-1049,Data Science,Database (RDS/SQL),eu-west-1,288.03,38.16
2025-12-26,res-1050,Testing,Compute (EC2/VMs),ap-south-1,110.86,69.11
2025-12-27,res-1001,Testing,Networking,us-east-1,46.05,0.0
2025-12-27,res-1002,Testing,Database (RDS/SQL),ap-south-1,224.96,57.93
2025-12-27,res-1003,Production,Compute (EC2/VMs),eu-west-1,97.54,55.9
2025-12-27,res-1004,Development,Database (RDS/SQL),eu-west-1,262.32,43.49
2025-12-27,res-1005,Testing,Database (RDS/SQL),ap-south-1,305.69,1.44
2025-12-27,res-1006,Production,Networking,ap-south-1,35.29,0.0
2025-12-27,res-1007,Data Science,Database (RDS/SQL),us-west-2,163.93,59.86
2025-12-27,res-1008,Production,Storage (S3/Blob),ap-south-1,26.39,0.0
2025-12-27,res-1009,Data Science,Storage (S3/Blob),us-west-2,32.53,0.0
2025-12-27,res-1010,Development,Networking,ap-south-1,26.7,0.0
2025-12-27,res-1011,Production,Compute (EC2/VMs),ap-south-1,128.1,54.21
2025-12-27,res-1012,Development,Storage (S3/Blob),us-east-1,294.16,2.65
2025-12-27,res-1013,Data Science,Compute (EC2/VMs),us-east-1,102.42,52.13
2025-12-27,res-1014,Testing,Database (RDS/SQL),eu-west-1,278.8,54.91
2025-12-27,res-1015,Development,Networking,ap-south-1,58.55,0.0
2025-12-27,res-1016,Data Science,Networking,eu-west-1,43.37,0.0
2025-12-27,res-1017,Development,Storage (S3/Blob),eu-west-1,39.02,0.0
2025-12-27,res-1018,Development,Database (RDS/SQL),ap-south-1,258.12,23.54
2025-12-27,res-1019,Testing,Networking,ap-south-1,31.37,0.0
2025-12-27,res-1020,Production,Database (RDS/SQL),us-east-1,109.6,10.21
2025-12-27,res-1021,Testing,Database (RDS/SQL),us-east-1,97.01,10.2
2025-12-27,res-1022,Production,Database (RDS/SQL),us-west-2,229.96,31.28
2025-12-27,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,60.63,65.94
2025-12-27,res-1024,Development,Storage (S3/Blob),us-west-2,34.14,0.0
2025-12-27,res-1025,Production,Storage (S3/Blob),us-east-1,39.14,0.0
2025-12-27,res-1026,Development,Networking,ap-south-1,42.1,0.0
2025-12-27,res-1027,Testing,Networking,eu-west-1,33.08,0.0
2025-12-27,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,59.68,22.79
2025-12-27,res-1029,Testing,Database (RDS/SQL),us-west-2,103.23,30.46
2025-12-27,res-1030,Production,Networking,us-west-2,59.59,0.0
2025-12-27,res-1031,Data Science,Networking,us-west-2,10.04,0.0
2025-12-27,res-1032,Development,Storage (S3/Blob),us-west-2,11.9,0.0
2025-12-27,res-1033,Development,Networking,us-west-2,19.42,0.0
2025-12-27,res-1034,Production,Database (RDS/SQL),us-west-2,229.28,27.62
2025-12-27,res-1035,Development,Networking,us-west-2,32.86,0.0
2025-12-27,res-1036,Development,Storage (S3/Blob),ap-south-1,10.2,0.0
2025-12-27,res-1037,Development,Database (RDS/SQL),ap-south-1,151.25,15.16
2025-12-27,res-1038,Testing,Networking,us-west-2,36.65,0.0
2025-12-27,res-1039,Testing,Networking,us-east-1,14.9,0.0
2025-12-27,res-1040,Development,Networking,us-east-1,49.53,0.0
2025-12-27,res-1041,Data Science,Compute (EC2/VMs),us-west-2,93.66,62.92
2025-12-27,res-1042,Testing,Compute (EC2/VMs),ap-south-1,74.41,35.52
2025-12-27,res-1043,Development,Compute (EC2/VMs),ap-south-1,32.77,46.91
2025-12-27,res-1044,Data Science,Networking,us-east-1,35.73,0.0
2025-12-27,res-1045,Production,Compute (EC2/VMs),eu-west-1,80.85,64.24
2025-12-27,res-1046,Production,Compute (EC2/VMs),us-east-1,128.23,65.06
2025-12-27,res-1047,Testing,Compute (EC2/VMs),ap-south-1,38.7,54.76
2025-12-27,res-1048,Production,Networking,ap-south-1,14.02,0.0
2025-12-27,res-1049,Data Science,Database (RDS/SQL),eu-west-1,223.66,29.09
2025-12-27,res-1050,Testing,Compute (EC2/VMs),ap-south-1,37.22,73.96
2025-12-28,res-1001,Testing,Networking,us-east-1,40.7,0.0
2025-12-28,res-1002,Testing,Database (RDS/SQL),ap-south-1,138.68,11.54
2025-12-28,res-1003,Production,Compute (EC2/VMs),eu-west-1,89.85,78.86
2025-12-28,res-1004,Development,Database (RDS/SQL),eu-west-1,199.09,58.58
2025-12-28,res-1005,Testing,Database (RDS/SQL),ap-south-1,369.72,2.58
2025-12-28,res-1006,Production,Networking,ap-south-1,14.55,0.0
2025-12-28,res-1007,Data Science,Database (RDS/SQL),us-west-2,195.72,40.59
2025-12-28,res-1008,Production,Storage (S3/Blob),ap-south-1,30.5,0.0
2025-12-28,res-1009,Data Science,Storage (S3/Blob),us-west-2,31.64,0.0
2025-12-28,res-1010,Development,Networking,ap-south-1,48.54,0.0
2025-12-28,res-1011,Production,Compute (EC2/VMs),ap-south-1,106.25,22.26
2025-12-28,res-1012,Development,Storage (S3/Blob),us-east-1,366.42,3.86
2025-12-28,res-1013,Data Science,Compute (EC2/VMs),us-east-1,30.26,47.84
2025-12-28,res-1014,Testing,Database (RDS/SQL),eu-west-1,128.13,21.27
2025-12-28,res-1015,Development,Networking,ap-south-1,35.29,0.0
2025-12-28,res-1016,Data Science,Networking,eu-west-1,40.3,0.0
2025-12-28,res-1017,Development,Storage (S3/Blob),eu-west-1,5.34,0.0
2025-12-28,res-1018,Development,Database (RDS/SQL),ap-south-1,245.05,50.99
2025-12-28,res-1019,Testing,Networking,ap-south-1,58.28,0.0
2025-12-28,res-1020,Production,Database (RDS/SQL),us-east-1,95.16,39.73
2025-12-28,res-1021,Testing,Database (RDS/SQL),us-east-1,156.66,26.74
2025-12-28,res-1022,Production,Database (RDS/SQL),us-west-2,191.41,49.12
2025-12-28,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,23.0,82.55
2025-12-28,res-1024,Development,Storage (S3/Blob),us-west-2,33.35,0.0
2025-12-28,res-1025,Production,Storage (S3/Blob),us-east-1,31.29,0.0
2025-12-28,res-1026,Development,Networking,ap-south-1,48.02,0.0
2025-12-28,res-1027,Testing,Networking,eu-west-1,29.45,0.0
2025-12-28,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,117.71,35.94
2025-12-28,res-1029,Testing,Database (RDS/SQL),us-west-2,274.68,18.86
2025-12-28,res-1030,Production,Networking,us-west-2,24.62,0.0
2025-12-28,res-1031,Data Science,Networking,us-west-2,37.57,0.0
2025-12-28,res-1032,Development,Storage (S3/Blob),us-west-2,16.17,0.0
2025-12-28,res-1033,Development,Networking,us-west-2,31.21,0.0
2025-12-28,res-1034,Production,Database (RDS/SQL),us-west-2,173.11,52.82
2025-12-28,res-1035,Development,Networking,us-west-2,36.16,0.0
2025-12-28,res-1036,Development,Storage (S3/Blob),ap-south-1,17.69,0.0
2025-12-28,res-1037,Development,Database (RDS/SQL),ap-south-1,111.93,30.43
2025-12-28,res-1038,Testing,Networking,us-west-2,35.79,0.0
2025-12-28,res-1039,Testing,Networking,us-east-1,47.31,0.0
2025-12-28,res-1040,Development,Networking,us-east-1,16.05,0.0
2025-12-28,res-1041,Data Science,Compute (EC2/VMs),us-west-2,48.81,35.37
2025-12-28,res-1042,Testing,Compute (EC2/VMs),ap-south-1,66.85,36.34
2025-12-28,res-1043,Development,Compute (EC2/VMs),ap-south-1,123.16,30.93
2025-12-28,res-1044,Data Science,Networking,us-east-1,35.09,0.0
2025-12-28,res-1045,Production,Compute (EC2/VMs),eu-west-1,101.11,23.57
2025-12-28,res-1046,Production,Compute (EC2/VMs),us-east-1,113.43,48.77
2025-12-28,res-1047,Testing,Compute (EC2/VMs),ap-south-1,78.08,69.78
2025-12-28,res-1048,Production,Networking,ap-south-1,22.17,0.0
2025-12-28,res-1049,Data Science,Database (RDS/SQL),eu-west-1,270.79,38.05
2025-12-28,res-1050,Testing,Compute (EC2/VMs),ap-south-1,99.19,75.0
2025-12-29,res-1001,Testing,Networking,us-east-1,50.88,0.0
2025-12-29,res-1002,Testing,Database (RDS/SQL),ap-south-1,200.39,47.66
2025-12-29,res-1003,Production,Compute (EC2/VMs),eu-west-1,76.33,48.79
2025-12-29,res-1004,Development,Database (RDS/SQL),eu-west-1,65.52,14.49
2025-12-29,res-1005,Testing,Database (RDS/SQL),ap-south-1,275.41,3.39
2025-12-29,res-1006,Production,Networking,ap-south-1,10.06,0.0
2025-12-29,res-1007,Data Science,Database (RDS/SQL),us-west-2,120.6,39.2
2025-12-29,res-1008,Production,Storage (S3/Blob),ap-south-1,25.84,0.0
2025-12-29,res-1009,Data Science,Storage (S3/Blob),us-west-2,32.2,0.0
2025-12-29,res-1010,Development,Networking,ap-south-1,35.3,0.0
2025-12-29,res-1011,Production,Compute (EC2/VMs),ap-south-1,86.22,63.02
2025-12-29,res-1012,Development,Storage (S3/Blob),us-east-1,341.27,3.69
